-6.1875,106.0625,1.16747
-6.1875,106.1875,1.16629
-6.1875,106.3125,1.16510
-6.1875,106.4375,1.16455
-6.1875,106.5625,1.16397
-6.1875,106.6875,1.16402
-6.1875,106.8125,1.16428
-6.1875,106.9375,1.16432
-6.1875,107.0625,1.16411
-6.1875,107.1875,1.16395
-6.0625,106.0625,1.16494
-6.0625,106.1875,1.16352
-6.0625,106.3125,1.16209
-6.0625,106.4375,1.16201
-6.0625,106.5625,1.16193
-6.0625,106.6875,1.16202
-6.0625,106.8125,1.16216
-6.0625,106.9375,1.16203
-6.0625,107.0625,1.16161
-6.0625,107.1875,1.16143
-5.9375,106.0625,1.16391
-5.9375,106.1875,1.16286
-5.9375,106.3125,1.16183
-5.9375,106.4375,1.16199
-5.9375,106.5625,1.16216
-5.9375,106.6875,1.16221
-5.9375,106.8125,1.16224
-5.9375,106.9375,1.16208
-5.9375,107.0625,1.16169
-5.9375,107.1875,1.16151
-5.8125,106.0625,1.16321
-5.8125,106.1875,1.16263
-5.8125,106.3125,1.16208
-5.8125,106.4375,1.16243
-5.8125,106.5625,1.16281
-5.8125,106.6875,1.16285
-5.8125,106.8125,1.16278
-5.8125,106.9375,1.16259
-5.8125,107.0625,1.16232
-5.8125,107.1875,1.16213
-5.6875,106.0625,1.16279
-5.6875,106.1875,1.16252
-5.6875,106.3125,1.16223
-5.6875,106.4375,1.16254
-5.6875,106.5625,1.16284
-5.6875,106.6875,1.16281
-5.6875,106.8125,1.16269
-5.6875,106.9375,1.16254
-5.6875,107.0625,1.16239
-5.6875,107.1875,1.16228
