-6.1875,106.0625,1.16695
-6.1875,106.1875,1.16556
-6.1875,106.3125,1.16422
-6.1875,106.4375,1.16355
-6.1875,106.5625,1.16290
-6.1875,106.6875,1.16294
-6.1875,106.8125,1.16318
-6.1875,106.9375,1.16318
-6.1875,107.0625,1.16302
-6.1875,107.1875,1.16282
-6.0625,106.0625,1.16434
-6.0625,106.1875,1.16279
-6.0625,106.3125,1.16127
-6.0625,106.4375,1.16103
-6.0625,106.5625,1.16083
-6.0625,106.6875,1.16084
-6.0625,106.8125,1.16096
-6.0625,106.9375,1.16087
-6.0625,107.0625,1.16058
-6.0625,107.1875,1.16045
-5.9375,106.0625,1.16298
-5.9375,106.1875,1.16186
-5.9375,106.3125,1.16074
-5.9375,106.4375,1.16076
-5.9375,106.5625,1.16083
-5.9375,106.6875,1.16084
-5.9375,106.8125,1.16085
-5.9375,106.9375,1.16074
-5.9375,107.0625,1.16050
-5.9375,107.1875,1.16034
-5.8125,106.0625,1.16185
-5.8125,106.1875,1.16126
-5.8125,106.3125,1.16065
-5.8125,106.4375,1.16097
-5.8125,106.5625,1.16129
-5.8125,106.6875,1.16128
-5.8125,106.8125,1.16116
-5.8125,106.9375,1.16102
-5.8125,107.0625,1.16084
-5.8125,107.1875,1.16068
-5.6875,106.0625,1.16124
-5.6875,106.1875,1.16090
-5.6875,106.3125,1.16058
-5.6875,106.4375,1.16090
-5.6875,106.5625,1.16117
-5.6875,106.6875,1.16114
-5.6875,106.8125,1.16097
-5.6875,106.9375,1.16084
-5.6875,107.0625,1.16078
-5.6875,107.1875,1.16072
