-6.1875,106.0625,1.16781
-6.1875,106.1875,1.16579
-6.1875,106.3125,1.16377
-6.1875,106.4375,1.16240
-6.1875,106.5625,1.16107
-6.1875,106.6875,1.16132
-6.1875,106.8125,1.16212
-6.1875,106.9375,1.16257
-6.1875,107.0625,1.16269
-6.1875,107.1875,1.16281
-6.0625,106.0625,1.16546
-6.0625,106.1875,1.16340
-6.0625,106.3125,1.16139
-6.0625,106.4375,1.16063
-6.0625,106.5625,1.15990
-6.0625,106.6875,1.16027
-6.0625,106.8125,1.16106
-6.0625,106.9375,1.16154
-6.0625,107.0625,1.16177
-6.0625,107.1875,1.16211
-5.9375,106.0625,1.16478
-5.9375,106.1875,1.16332
-5.9375,106.3125,1.16188
-5.9375,106.4375,1.16147
-5.9375,106.5625,1.16107
-5.9375,106.6875,1.16144
-5.9375,106.8125,1.16206
-5.9375,106.9375,1.16237
-5.9375,107.0625,1.16233
-5.9375,107.1875,1.16243
-5.8125,106.0625,1.16447
-5.8125,106.1875,1.16370
-5.8125,106.3125,1.16295
-5.8125,106.4375,1.16284
-5.8125,106.5625,1.16272
-5.8125,106.6875,1.16304
-5.8125,106.8125,1.16352
-5.8125,106.9375,1.16352
-5.8125,107.0625,1.16316
-5.8125,107.1875,1.16299
-5.6875,106.0625,1.16428
-5.6875,106.1875,1.16384
-5.6875,106.3125,1.16338
-5.6875,106.4375,1.16334
-5.6875,106.5625,1.16327
-5.6875,106.6875,1.16347
-5.6875,106.8125,1.16371
-5.6875,106.9375,1.16366
-5.6875,107.0625,1.16329
-5.6875,107.1875,1.16307
